date,product,opening_stock,units_produced,units_dispatched,closing_stock,lost_demand,stockout_flag
2025-11-22,Vanilla Shake,0,118,102,16,0,No
2025-11-22,Chocolate Shake,0,101,101,0,1,Yes
2025-11-22,Banana Shake,0,63,63,0,9,Yes
2025-11-23,Vanilla Shake,16,115,101,30,0,No
2025-11-23,Chocolate Shake,0,109,84,25,0,No
2025-11-23,Banana Shake,0,2,2,0,74,Yes
2025-11-24,Vanilla Shake,30,102,97,35,0,No
2025-11-24,Chocolate Shake,25,109,91,43,0,No
2025-11-24,Banana Shake,0,58,58,0,3,Yes
2025-11-25,Vanilla Shake,35,124,112,47,0,No
2025-11-25,Chocolate Shake,43,95,95,43,0,No
2025-11-25,Banana Shake,0,60,60,0,10,Yes
2025-11-26,Vanilla Shake,47,124,143,28,0,No
2025-11-26,Chocolate Shake,43,96,99,40,0,No
2025-11-26,Banana Shake,0,55,55,0,10,Yes
2025-11-27,Vanilla Shake,28,31,59,0,43,Yes
2025-11-27,Chocolate Shake,40,104,83,61,0,No
2025-11-27,Banana Shake,0,63,63,0,6,Yes
2025-11-28,Vanilla Shake,0,105,105,0,24,Yes
2025-11-28,Chocolate Shake,61,109,101,69,0,No
2025-11-28,Banana Shake,0,2,2,0,55,Yes
2025-11-29,Vanilla Shake,0,103,103,0,28,Yes
2025-11-29,Chocolate Shake,69,89,93,65,0,No
2025-11-29,Banana Shake,0,60,60,0,14,Yes
2025-11-30,Vanilla Shake,0,122,122,0,19,Yes
2025-11-30,Chocolate Shake,65,97,119,43,0,No
2025-11-30,Banana Shake,0,13,13,0,48,Yes
2025-12-01,Vanilla Shake,0,22,22,0,97,Yes
2025-12-01,Chocolate Shake,43,97,114,26,0,No
2025-12-01,Banana Shake,0,12,12,0,45,Yes
2025-12-02,Vanilla Shake,0,109,109,0,16,Yes
2025-12-02,Chocolate Shake,26,107,117,16,0,No
2025-12-02,Banana Shake,0,1,1,0,76,Yes
2025-12-03,Vanilla Shake,0,114,114,0,28,Yes
2025-12-03,Chocolate Shake,16,24,40,0,53,Yes
2025-12-03,Banana Shake,0,58,58,0,16,Yes
2025-12-04,Vanilla Shake,0,115,111,4,0,No
2025-12-04,Chocolate Shake,0,95,94,1,0,No
2025-12-04,Banana Shake,0,60,60,0,2,Yes
2025-12-05,Vanilla Shake,4,118,120,2,0,No
2025-12-05,Chocolate Shake,1,97,98,0,13,Yes
2025-12-05,Banana Shake,0,62,62,0,10,Yes
2025-12-06,Vanilla Shake,2,10,12,0,120,Yes
2025-12-06,Chocolate Shake,0,101,101,0,7,Yes
2025-12-06,Banana Shake,0,59,56,3,0,No
2025-12-07,Vanilla Shake,0,3,3,0,123,Yes
2025-12-07,Chocolate Shake,0,104,104,0,13,Yes
2025-12-07,Banana Shake,3,56,59,0,16,Yes
2025-12-08,Vanilla Shake,0,111,111,0,24,Yes
2025-12-08,Chocolate Shake,0,108,108,0,5,Yes
2025-12-08,Banana Shake,0,67,54,13,0,No
2025-12-09,Vanilla Shake,0,101,101,0,20,Yes
2025-12-09,Chocolate Shake,0,96,94,2,0,No
2025-12-09,Banana Shake,13,64,64,13,0,No
2025-12-10,Vanilla Shake,0,123,123,0,21,Yes
2025-12-10,Chocolate Shake,2,8,10,0,97,Yes
2025-12-10,Banana Shake,13,55,53,15,0,No
2025-12-11,Vanilla Shake,0,114,114,0,28,Yes
2025-12-11,Chocolate Shake,0,100,88,12,0,No
2025-12-11,Banana Shake,15,63,59,19,0,No
2025-12-12,Vanilla Shake,0,102,102,0,36,Yes
2025-12-12,Chocolate Shake,12,102,89,25,0,No
2025-12-12,Banana Shake,19,67,75,11,0,No
2025-12-13,Vanilla Shake,0,107,100,7,0,No
2025-12-13,Chocolate Shake,25,92,98,19,0,No
2025-12-13,Banana Shake,11,64,58,17,0,No
2025-12-14,Vanilla Shake,7,118,123,2,0,No
2025-12-14,Chocolate Shake,19,0,19,0,64,Yes
2025-12-14,Banana Shake,17,60,68,9,0,No
2025-12-15,Vanilla Shake,2,101,97,6,0,No
2025-12-15,Chocolate Shake,0,93,93,0,5,Yes
2025-12-15,Banana Shake,9,66,63,12,0,No
2025-12-16,Vanilla Shake,6,114,120,0,9,Yes
2025-12-16,Chocolate Shake,0,93,93,0,23,Yes
2025-12-16,Banana Shake,12,60,55,17,0,No
2025-12-17,Vanilla Shake,0,112,112,0,7,Yes
2025-12-17,Chocolate Shake,0,89,89,0,30,Yes
2025-12-17,Banana Shake,17,59,76,0,0,Yes
2025-12-18,Vanilla Shake,0,121,121,0,20,Yes
2025-12-18,Chocolate Shake,0,15,15,0,86,Yes
2025-12-18,Banana Shake,0,57,57,0,9,Yes
2025-12-19,Vanilla Shake,0,3,3,0,111,Yes
2025-12-19,Chocolate Shake,0,102,92,10,0,No
2025-12-19,Banana Shake,0,3,3,0,64,Yes
2025-12-20,Vanilla Shake,0,118,101,17,0,No
2025-12-20,Chocolate Shake,10,91,85,16,0,No
2025-12-20,Banana Shake,0,63,57,6,0,No
2025-12-21,Vanilla Shake,17,119,136,0,4,Yes
2025-12-21,Chocolate Shake,16,109,91,34,0,No
2025-12-21,Banana Shake,6,66,52,20,0,No
2025-12-22,Vanilla Shake,0,112,112,0,19,Yes
2025-12-22,Chocolate Shake,34,101,100,35,0,No
2025-12-22,Banana Shake,20,67,72,15,0,No
2025-12-23,Vanilla Shake,0,14,14,0,84,Yes
2025-12-23,Chocolate Shake,35,101,112,24,0,No
2025-12-23,Banana Shake,15,64,59,20,0,No
2025-12-24,Vanilla Shake,0,3,3,0,130,Yes
2025-12-24,Chocolate Shake,24,97,99,22,0,No
2025-12-24,Banana Shake,20,4,24,0,50,Yes
2025-12-25,Vanilla Shake,0,109,109,0,28,Yes
2025-12-25,Chocolate Shake,22,97,105,14,0,No
2025-12-25,Banana Shake,0,60,60,0,12,Yes
2025-12-26,Vanilla Shake,0,121,121,0,23,Yes
2025-12-26,Chocolate Shake,14,102,116,0,2,Yes
2025-12-26,Banana Shake,0,58,58,0,15,Yes
2025-12-27,Vanilla Shake,0,115,115,0,19,Yes
2025-12-27,Chocolate Shake,0,14,14,0,68,Yes
2025-12-27,Banana Shake,0,59,59,0,9,Yes
2025-12-28,Vanilla Shake,0,106,106,0,5,Yes
2025-12-28,Chocolate Shake,0,105,81,24,0,No
2025-12-28,Banana Shake,0,67,67,0,4,Yes
2025-12-29,Vanilla Shake,0,101,101,0,22,Yes
2025-12-29,Chocolate Shake,24,91,88,27,0,No
2025-12-29,Banana Shake,0,11,11,0,65,Yes
2025-12-30,Vanilla Shake,0,109,109,0,14,Yes
2025-12-30,Chocolate Shake,27,106,94,39,0,No
2025-12-30,Banana Shake,0,64,64,0,11,Yes
2025-12-31,Vanilla Shake,0,21,21,0,86,Yes
2025-12-31,Chocolate Shake,39,91,81,49,0,No
2025-12-31,Banana Shake,0,17,17,0,43,Yes
2026-01-01,Vanilla Shake,0,61,61,0,196,Yes
2026-01-01,Chocolate Shake,49,46,95,0,194,Yes
2026-01-01,Banana Shake,0,31,31,0,153,Yes
2026-01-02,Vanilla Shake,0,10,10,0,307,Yes
2026-01-02,Chocolate Shake,0,50,50,0,166,Yes
2026-01-02,Banana Shake,0,27,27,0,133,Yes
2026-01-03,Vanilla Shake,0,61,61,0,262,Yes
2026-01-03,Chocolate Shake,0,54,54,0,174,Yes
2026-01-03,Banana Shake,0,32,32,0,103,Yes
2026-01-04,Vanilla Shake,0,60,60,0,272,Yes
2026-01-04,Chocolate Shake,0,50,50,0,200,Yes
2026-01-04,Banana Shake,0,28,28,0,132,Yes
2026-01-05,Vanilla Shake,0,51,51,0,219,Yes
2026-01-05,Chocolate Shake,0,8,8,0,270,Yes
2026-01-05,Banana Shake,0,32,32,0,137,Yes
2026-01-06,Vanilla Shake,0,53,53,0,294,Yes
2026-01-06,Chocolate Shake,0,14,14,0,192,Yes
2026-01-06,Banana Shake,0,31,31,0,154,Yes
2026-01-07,Vanilla Shake,0,9,9,0,239,Yes
2026-01-07,Chocolate Shake,0,54,54,0,158,Yes
2026-01-07,Banana Shake,0,28,28,0,161,Yes
2026-01-08,Vanilla Shake,0,51,51,0,261,Yes
2026-01-08,Chocolate Shake,0,53,53,0,227,Yes
2026-01-08,Banana Shake,0,32,32,0,137,Yes
2026-01-09,Vanilla Shake,0,59,59,0,299,Yes
2026-01-09,Chocolate Shake,0,11,11,0,242,Yes
2026-01-09,Banana Shake,0,31,31,0,138,Yes
2026-01-10,Vanilla Shake,0,2,2,0,314,Yes
2026-01-10,Chocolate Shake,0,50,50,0,190,Yes
2026-01-10,Banana Shake,0,30,30,0,156,Yes
2026-01-11,Vanilla Shake,0,14,14,0,314,Yes
2026-01-11,Chocolate Shake,0,46,46,0,184,Yes
2026-01-11,Banana Shake,0,32,32,0,119,Yes
2026-01-12,Vanilla Shake,0,61,61,0,264,Yes
2026-01-12,Chocolate Shake,0,52,52,0,174,Yes
2026-01-12,Banana Shake,0,4,4,0,176,Yes
2026-01-13,Vanilla Shake,0,12,12,0,260,Yes
2026-01-13,Chocolate Shake,0,5,5,0,207,Yes
2026-01-13,Banana Shake,0,30,30,0,126,Yes
2026-01-14,Vanilla Shake,0,4,4,0,314,Yes
2026-01-14,Chocolate Shake,0,48,48,0,172,Yes
2026-01-14,Banana Shake,0,31,31,0,103,Yes
2026-01-15,Vanilla Shake,0,54,54,0,251,Yes
2026-01-15,Chocolate Shake,0,52,52,0,220,Yes
2026-01-15,Banana Shake,0,3,3,0,191,Yes
2026-01-16,Vanilla Shake,0,6,6,0,278,Yes
2026-01-16,Chocolate Shake,0,53,53,0,244,Yes
2026-01-16,Banana Shake,0,27,27,0,167,Yes
2026-01-17,Vanilla Shake,0,53,53,0,245,Yes
2026-01-17,Chocolate Shake,0,44,44,0,167,Yes
2026-01-17,Banana Shake,0,32,32,0,133,Yes
2026-01-18,Vanilla Shake,0,57,57,0,194,Yes
2026-01-18,Chocolate Shake,0,49,49,0,155,Yes
2026-01-18,Banana Shake,0,7,7,0,151,Yes
2026-01-19,Vanilla Shake,0,61,61,0,248,Yes
2026-01-19,Chocolate Shake,0,4,4,0,288,Yes
2026-01-19,Banana Shake,0,33,33,0,133,Yes
2026-01-20,Vanilla Shake,0,8,8,0,281,Yes
2026-01-20,Chocolate Shake,0,48,48,0,182,Yes
2026-01-20,Banana Shake,0,29,29,0,161,Yes
2026-01-21,Vanilla Shake,0,55,55,0,195,Yes
2026-01-21,Chocolate Shake,0,52,52,0,162,Yes
2026-01-21,Banana Shake,0,1,1,0,152,Yes
2026-01-22,Vanilla Shake,0,101,77,24,0,No
2026-01-22,Chocolate Shake,0,92,49,43,0,No
2026-01-22,Banana Shake,0,58,40,18,0,No
2026-01-23,Vanilla Shake,24,111,76,59,0,No
2026-01-23,Chocolate Shake,43,104,71,76,0,No
2026-01-23,Banana Shake,18,55,35,38,0,No
2026-01-24,Vanilla Shake,59,111,59,111,0,No
2026-01-24,Chocolate Shake,76,100,52,124,0,No
2026-01-24,Banana Shake,38,67,33,72,0,No
2026-01-25,Vanilla Shake,111,108,58,161,0,No
2026-01-25,Chocolate Shake,124,93,51,166,0,No
2026-01-25,Banana Shake,72,56,35,93,0,No
2026-01-26,Vanilla Shake,161,103,76,188,0,No
2026-01-26,Chocolate Shake,166,105,55,216,0,No
2026-01-26,Banana Shake,93,63,34,122,0,No
2026-01-27,Vanilla Shake,188,110,81,217,0,No
2026-01-27,Chocolate Shake,216,97,63,250,0,No
2026-01-27,Banana Shake,122,62,46,138,0,No
2026-01-28,Vanilla Shake,217,30,66,181,0,No
2026-01-28,Chocolate Shake,250,91,58,283,0,No
2026-01-28,Banana Shake,138,60,44,154,0,No
2026-01-29,Vanilla Shake,181,111,86,206,0,No
2026-01-29,Chocolate Shake,283,91,50,324,0,No
2026-01-29,Banana Shake,154,65,38,181,0,No
2026-01-30,Vanilla Shake,206,117,78,245,0,No
2026-01-30,Chocolate Shake,324,100,51,373,0,No
2026-01-30,Banana Shake,181,55,43,193,0,No
2026-01-31,Vanilla Shake,245,118,73,290,0,No
2026-01-31,Chocolate Shake,373,91,69,395,0,No
2026-01-31,Banana Shake,193,57,45,205,0,No
2026-02-01,Vanilla Shake,290,116,74,332,0,No
2026-02-01,Chocolate Shake,395,105,58,442,0,No
2026-02-01,Banana Shake,205,64,35,234,0,No
2026-02-02,Vanilla Shake,332,110,78,364,0,No
2026-02-02,Chocolate Shake,442,107,65,484,0,No
2026-02-02,Banana Shake,234,58,33,259,0,No
2026-02-03,Vanilla Shake,364,7,74,297,0,No
2026-02-03,Chocolate Shake,484,89,58,515,0,No
2026-02-03,Banana Shake,259,64,33,290,0,No
2026-02-04,Vanilla Shake,297,105,79,323,0,No
2026-02-04,Chocolate Shake,515,97,62,550,0,No
2026-02-04,Banana Shake,290,66,31,325,0,No
2026-02-05,Vanilla Shake,323,16,260,79,0,No
2026-02-05,Chocolate Shake,550,47,216,381,0,No
2026-02-05,Banana Shake,325,29,153,201,0,No
2026-02-06,Vanilla Shake,79,58,137,0,172,Yes
2026-02-06,Chocolate Shake,381,6,260,127,0,No
2026-02-06,Banana Shake,201,28,173,56,0,No
2026-02-07,Vanilla Shake,0,61,61,0,179,Yes
2026-02-07,Chocolate Shake,127,49,176,0,43,Yes
2026-02-07,Banana Shake,56,31,87,0,89,Yes
2026-02-08,Vanilla Shake,0,56,56,0,289,Yes
2026-02-08,Chocolate Shake,0,54,54,0,178,Yes
2026-02-08,Banana Shake,0,28,28,0,165,Yes
2026-02-09,Vanilla Shake,0,1,1,0,281,Yes
2026-02-09,Chocolate Shake,0,49,49,0,153,Yes
2026-02-09,Banana Shake,0,27,27,0,167,Yes
2026-02-10,Vanilla Shake,0,52,52,0,208,Yes
2026-02-10,Chocolate Shake,0,46,46,0,157,Yes
2026-02-10,Banana Shake,0,32,32,0,119,Yes
2026-02-11,Vanilla Shake,0,60,60,0,291,Yes
2026-02-11,Chocolate Shake,0,47,47,0,251,Yes
2026-02-11,Banana Shake,0,33,33,0,136,Yes
2026-02-12,Vanilla Shake,0,26,26,0,86,Yes
2026-02-12,Chocolate Shake,0,26,26,0,72,Yes
2026-02-12,Banana Shake,0,56,56,0,9,Yes
2026-02-13,Vanilla Shake,0,119,117,2,0,No
2026-02-13,Chocolate Shake,0,19,19,0,68,Yes
2026-02-13,Banana Shake,0,66,66,0,10,Yes
2026-02-14,Vanilla Shake,2,122,108,16,0,No
2026-02-14,Chocolate Shake,0,95,85,10,0,No
2026-02-14,Banana Shake,0,58,56,2,0,No
2026-02-15,Vanilla Shake,16,120,102,34,0,No
2026-02-15,Chocolate Shake,10,99,94,15,0,No
2026-02-15,Banana Shake,2,65,57,10,0,No
2026-02-16,Vanilla Shake,34,118,104,48,0,No
2026-02-16,Chocolate Shake,15,104,118,1,0,No
2026-02-16,Banana Shake,10,64,67,7,0,No
2026-02-17,Vanilla Shake,48,118,112,54,0,No
2026-02-17,Chocolate Shake,1,94,95,0,9,Yes
2026-02-17,Banana Shake,7,64,66,5,0,No
2026-02-18,Vanilla Shake,54,104,112,46,0,No
2026-02-18,Chocolate Shake,0,95,84,11,0,No
2026-02-18,Banana Shake,5,67,58,14,0,No
2026-02-19,Vanilla Shake,46,108,112,42,0,No
2026-02-19,Chocolate Shake,11,92,103,0,15,Yes
2026-02-19,Banana Shake,14,63,63,14,0,No
2026-02-20,Vanilla Shake,42,107,120,29,0,No
2026-02-20,Chocolate Shake,0,92,92,0,23,Yes
2026-02-20,Banana Shake,14,62,76,0,0,Yes
2026-02-21,Vanilla Shake,29,120,107,42,0,No
2026-02-21,Chocolate Shake,0,10,10,0,87,Yes
2026-02-21,Banana Shake,0,55,52,3,0,No
2026-02-22,Vanilla Shake,42,116,117,41,0,No
2026-02-22,Chocolate Shake,0,89,89,0,21,Yes
2026-02-22,Banana Shake,3,8,11,0,57,Yes
2026-02-23,Vanilla Shake,41,25,66,0,63,Yes
2026-02-23,Chocolate Shake,0,89,89,0,14,Yes
2026-02-23,Banana Shake,0,16,16,0,44,Yes
2026-02-24,Vanilla Shake,0,114,106,8,0,No
2026-02-24,Chocolate Shake,0,101,101,0,7,Yes
2026-02-24,Banana Shake,0,62,62,0,13,Yes
2026-02-25,Vanilla Shake,8,10,18,0,95,Yes
2026-02-25,Chocolate Shake,0,11,11,0,108,Yes
2026-02-25,Banana Shake,0,66,66,0,8,Yes
2026-02-26,Vanilla Shake,0,114,114,0,20,Yes
2026-02-26,Chocolate Shake,0,93,93,0,3,Yes
2026-02-26,Banana Shake,0,57,57,0,13,Yes
2026-02-27,Vanilla Shake,0,111,111,0,25,Yes
2026-02-27,Chocolate Shake,0,8,8,0,93,Yes
2026-02-27,Banana Shake,0,64,55,9,0,No
2026-02-28,Vanilla Shake,0,1,1,0,135,Yes
2026-02-28,Chocolate Shake,0,3,3,0,100,Yes
2026-02-28,Banana Shake,9,63,58,14,0,No
2026-03-01,Vanilla Shake,0,6,6,0,104,Yes
2026-03-01,Chocolate Shake,0,106,87,19,0,No
2026-03-01,Banana Shake,14,13,27,0,43,Yes
2026-03-02,Vanilla Shake,0,117,117,0,26,Yes
2026-03-02,Chocolate Shake,19,16,35,0,56,Yes
2026-03-02,Banana Shake,0,56,56,0,3,Yes
2026-03-03,Vanilla Shake,0,7,7,0,128,Yes
2026-03-03,Chocolate Shake,0,103,83,20,0,No
2026-03-03,Banana Shake,0,56,54,2,0,No
2026-03-04,Vanilla Shake,0,114,106,8,0,No
2026-03-04,Chocolate Shake,20,96,112,4,0,No
2026-03-04,Banana Shake,2,67,57,12,0,No
2026-03-05,Vanilla Shake,8,10,18,0,118,Yes
2026-03-05,Chocolate Shake,4,96,100,0,1,Yes
2026-03-05,Banana Shake,12,64,67,9,0,No
2026-03-06,Vanilla Shake,0,113,113,0,2,Yes
2026-03-06,Chocolate Shake,0,105,90,15,0,No
2026-03-06,Banana Shake,9,64,66,7,0,No
2026-03-07,Vanilla Shake,0,108,102,6,0,No
2026-03-07,Chocolate Shake,15,105,90,30,0,No
2026-03-07,Banana Shake,7,67,72,2,0,No
2026-03-08,Vanilla Shake,6,112,118,0,14,Yes
2026-03-08,Chocolate Shake,30,2,32,0,75,Yes
2026-03-08,Banana Shake,2,57,59,0,12,Yes
2026-03-09,Vanilla Shake,0,113,113,0,20,Yes
2026-03-09,Chocolate Shake,0,97,97,0,23,Yes
2026-03-09,Banana Shake,0,64,64,0,9,Yes
2026-03-10,Vanilla Shake,0,10,10,0,91,Yes
2026-03-10,Chocolate Shake,0,102,102,0,2,Yes
2026-03-10,Banana Shake,0,67,62,5,0,No
2026-03-11,Vanilla Shake,0,30,30,0,107,Yes
2026-03-11,Chocolate Shake,0,18,18,0,90,Yes
2026-03-11,Banana Shake,5,59,64,0,8,Yes
2026-03-12,Vanilla Shake,0,110,110,0,17,Yes
2026-03-12,Chocolate Shake,0,109,106,3,0,No
2026-03-12,Banana Shake,0,62,62,0,14,Yes
2026-03-13,Vanilla Shake,0,102,102,0,12,Yes
2026-03-13,Chocolate Shake,3,100,101,2,0,No
2026-03-13,Banana Shake,0,66,66,0,12,Yes
2026-03-14,Vanilla Shake,0,124,101,23,0,No
2026-03-14,Chocolate Shake,2,104,103,3,0,No
2026-03-14,Banana Shake,0,59,59,0,12,Yes
2026-03-15,Vanilla Shake,23,122,100,45,0,No
2026-03-15,Chocolate Shake,3,105,108,0,5,Yes
2026-03-15,Banana Shake,0,60,60,0,8,Yes
2026-03-16,Vanilla Shake,45,119,118,46,0,No
2026-03-16,Chocolate Shake,0,6,6,0,101,Yes
2026-03-16,Banana Shake,0,55,55,0,9,Yes
2026-03-17,Vanilla Shake,46,121,135,32,0,No
2026-03-17,Chocolate Shake,0,94,87,7,0,No
2026-03-17,Banana Shake,0,59,59,0,19,Yes
2026-03-18,Vanilla Shake,32,113,123,22,0,No
2026-03-18,Chocolate Shake,7,99,81,25,0,No
2026-03-18,Banana Shake,0,6,6,0,71,Yes
2026-03-19,Vanilla Shake,22,110,132,0,12,Yes
2026-03-19,Chocolate Shake,25,98,96,27,0,No
2026-03-19,Banana Shake,0,62,62,0,13,Yes
2026-03-20,Vanilla Shake,0,120,103,17,0,No
2026-03-20,Chocolate Shake,27,24,51,0,48,Yes
2026-03-20,Banana Shake,0,56,56,0,17,Yes
2026-03-21,Vanilla Shake,17,124,124,17,0,No
2026-03-21,Chocolate Shake,0,91,91,0,17,Yes
2026-03-21,Banana Shake,0,3,3,0,68,Yes
2026-03-22,Vanilla Shake,17,117,100,34,0,No
2026-03-22,Chocolate Shake,0,100,100,0,9,Yes
2026-03-22,Banana Shake,0,60,57,3,0,No
2026-03-23,Vanilla Shake,34,122,114,42,0,No
2026-03-23,Chocolate Shake,0,108,100,8,0,No
2026-03-23,Banana Shake,3,65,68,0,6,Yes
2026-03-24,Vanilla Shake,42,109,135,16,0,No
2026-03-24,Chocolate Shake,8,107,115,0,2,Yes
2026-03-24,Banana Shake,0,1,1,0,58,Yes
2026-03-25,Vanilla Shake,16,30,46,0,57,Yes
2026-03-25,Chocolate Shake,0,95,95,0,13,Yes
2026-03-25,Banana Shake,0,66,66,0,9,Yes
2026-03-26,Vanilla Shake,0,107,107,0,18,Yes
2026-03-26,Chocolate Shake,0,108,108,0,7,Yes
2026-03-26,Banana Shake,0,56,56,0,2,Yes
2026-03-27,Vanilla Shake,0,113,113,0,19,Yes
2026-03-27,Chocolate Shake,0,104,86,18,0,No
2026-03-27,Banana Shake,0,60,57,3,0,No
2026-03-28,Vanilla Shake,0,31,31,0,85,Yes
2026-03-28,Chocolate Shake,18,104,82,40,0,No
2026-03-28,Banana Shake,3,60,63,0,13,Yes
2026-03-29,Vanilla Shake,0,123,120,3,0,No
2026-03-29,Chocolate Shake,40,90,106,24,0,No
2026-03-29,Banana Shake,0,64,64,0,4,Yes
2026-03-30,Vanilla Shake,3,103,106,0,37,Yes
2026-03-30,Chocolate Shake,24,100,95,29,0,No
2026-03-30,Banana Shake,0,61,61,0,3,Yes
2026-03-31,Vanilla Shake,0,21,21,0,88,Yes
2026-03-31,Chocolate Shake,29,97,91,35,0,No
2026-03-31,Banana Shake,0,55,55,0,21,Yes
2026-04-01,Vanilla Shake,0,101,101,0,15,Yes
2026-04-01,Chocolate Shake,35,98,103,30,0,No
2026-04-01,Banana Shake,0,55,55,0,10,Yes
2026-04-02,Vanilla Shake,0,102,102,0,17,Yes
2026-04-02,Chocolate Shake,30,93,98,25,0,No
2026-04-02,Banana Shake,0,63,63,0,13,Yes
2026-04-03,Vanilla Shake,0,8,8,0,128,Yes
2026-04-03,Chocolate Shake,25,4,29,0,68,Yes
2026-04-03,Banana Shake,0,60,60,0,2,Yes
2026-04-04,Vanilla Shake,0,122,122,0,0,Yes
2026-04-04,Chocolate Shake,0,107,93,14,0,No
2026-04-04,Banana Shake,0,12,12,0,55,Yes
2026-04-05,Vanilla Shake,0,124,124,0,15,Yes
2026-04-05,Chocolate Shake,14,102,88,28,0,No
2026-04-05,Banana Shake,0,55,55,0,4,Yes
2026-04-06,Vanilla Shake,0,114,111,3,0,No
2026-04-06,Chocolate Shake,28,31,59,0,47,Yes
2026-04-06,Banana Shake,0,65,65,0,8,Yes
2026-04-07,Vanilla Shake,3,117,120,0,21,Yes
2026-04-07,Chocolate Shake,0,97,81,16,0,No
2026-04-07,Banana Shake,0,61,61,0,16,Yes
2026-04-08,Vanilla Shake,0,117,117,0,3,Yes
2026-04-08,Chocolate Shake,16,31,47,0,72,Yes
2026-04-08,Banana Shake,0,55,55,0,8,Yes
2026-04-09,Vanilla Shake,0,118,110,8,0,No
2026-04-09,Chocolate Shake,0,23,23,0,86,Yes
2026-04-09,Banana Shake,0,64,63,1,0,No
2026-04-10,Vanilla Shake,8,9,17,0,96,Yes
2026-04-10,Chocolate Shake,0,105,105,0,1,Yes
2026-04-10,Banana Shake,1,62,63,0,14,Yes
2026-04-11,Vanilla Shake,0,120,111,9,0,No
2026-04-11,Chocolate Shake,0,101,96,5,0,No
2026-04-11,Banana Shake,0,65,65,0,7,Yes
2026-04-12,Vanilla Shake,9,104,113,0,26,Yes
2026-04-12,Chocolate Shake,5,22,27,0,93,Yes
2026-04-12,Banana Shake,0,67,64,3,0,No
2026-04-13,Vanilla Shake,0,112,112,0,14,Yes
2026-04-13,Chocolate Shake,0,101,85,16,0,No
2026-04-13,Banana Shake,3,55,58,0,9,Yes
2026-04-14,Vanilla Shake,0,115,102,13,0,No
2026-04-14,Chocolate Shake,16,90,100,6,0,No
2026-04-14,Banana Shake,0,63,55,8,0,No
2026-04-15,Vanilla Shake,13,113,126,0,16,Yes
2026-04-15,Chocolate Shake,6,95,101,0,11,Yes
2026-04-15,Banana Shake,8,3,11,0,60,Yes
2026-04-16,Vanilla Shake,0,119,117,2,0,No
2026-04-16,Chocolate Shake,0,89,89,0,0,Yes
2026-04-16,Banana Shake,0,59,54,5,0,No
2026-04-17,Vanilla Shake,2,120,122,0,11,Yes
2026-04-17,Chocolate Shake,0,93,90,3,0,No
2026-04-17,Banana Shake,5,65,68,2,0,No
2026-04-18,Vanilla Shake,0,102,99,3,0,No
2026-04-18,Chocolate Shake,3,98,96,5,0,No
2026-04-18,Banana Shake,2,62,64,0,9,Yes
2026-04-19,Vanilla Shake,3,109,112,0,8,Yes
2026-04-19,Chocolate Shake,5,28,33,0,51,Yes
2026-04-19,Banana Shake,0,64,57,7,0,No
2026-04-20,Vanilla Shake,0,114,114,0,17,Yes
2026-04-20,Chocolate Shake,0,6,6,0,97,Yes
2026-04-20,Banana Shake,7,66,63,10,0,No
2026-04-21,Vanilla Shake,0,114,114,0,8,Yes
2026-04-21,Chocolate Shake,0,93,93,0,2,Yes
2026-04-21,Banana Shake,10,64,67,7,0,No
2026-04-22,Vanilla Shake,0,111,109,2,0,No
2026-04-22,Chocolate Shake,0,5,5,0,99,Yes
2026-04-22,Banana Shake,7,64,54,17,0,No
2026-04-23,Vanilla Shake,2,119,121,0,18,Yes
2026-04-23,Chocolate Shake,0,3,3,0,97,Yes
2026-04-23,Banana Shake,17,60,77,0,1,Yes
2026-04-24,Vanilla Shake,0,114,114,0,18,Yes
2026-04-24,Chocolate Shake,0,107,107,0,10,Yes
2026-04-24,Banana Shake,0,65,54,11,0,No
2026-04-25,Vanilla Shake,0,4,4,0,101,Yes
2026-04-25,Chocolate Shake,0,99,88,11,0,No
2026-04-25,Banana Shake,11,61,72,0,2,Yes
2026-04-26,Vanilla Shake,0,119,119,0,2,Yes
2026-04-26,Chocolate Shake,11,5,16,0,66,Yes
2026-04-26,Banana Shake,0,0,0,0,66,Yes
2026-04-27,Vanilla Shake,0,102,102,0,42,Yes
2026-04-27,Chocolate Shake,0,91,80,11,0,No
2026-04-27,Banana Shake,0,56,56,0,8,Yes
2026-04-28,Vanilla Shake,0,27,27,0,99,Yes
2026-04-28,Chocolate Shake,11,102,113,0,1,Yes
2026-04-28,Banana Shake,0,59,59,0,15,Yes
2026-04-29,Vanilla Shake,0,120,118,2,0,No
2026-04-29,Chocolate Shake,0,23,23,0,93,Yes
2026-04-29,Banana Shake,0,67,62,5,0,No
2026-04-30,Vanilla Shake,2,117,119,0,5,Yes
2026-04-30,Chocolate Shake,0,108,108,0,12,Yes
2026-04-30,Banana Shake,5,58,60,3,0,No
2026-05-01,Vanilla Shake,0,122,122,0,3,Yes
2026-05-01,Chocolate Shake,0,95,95,0,17,Yes
2026-05-01,Banana Shake,3,60,63,0,8,Yes
2026-05-02,Vanilla Shake,0,101,101,0,12,Yes
2026-05-02,Chocolate Shake,0,92,88,4,0,No
2026-05-02,Banana Shake,0,59,59,0,5,Yes
2026-05-03,Vanilla Shake,0,106,98,8,0,No
2026-05-03,Chocolate Shake,4,108,84,28,0,No
2026-05-03,Banana Shake,0,60,60,0,7,Yes
