date,product,opening_stock,units_produced,units_dispatched,closing_stock,lost_demand,stockout_flag
2025-11-18,Eye Repair Serum,78,18,19,77,0,No
2025-11-19,Vitamin C Serum,0,43,43,0,19,Yes
2025-11-19,Hydra Cream,759,49,61,747,0,No
2025-11-19,Eye Repair Serum,77,19,18,78,0,No
2025-11-20,Vitamin C Serum,0,43,43,0,15,Yes
2025-11-20,Hydra Cream,747,48,56,739,0,No
2025-11-20,Eye Repair Serum,78,18,21,75,0,No
2025-11-21,Vitamin C Serum,0,28,28,0,23,Yes
2025-11-21,Hydra Cream,739,55,69,725,0,No
2025-11-21,Eye Repair Serum,75,18,26,67,0,No
2025-11-22,Vitamin C Serum,0,39,39,0,16,Yes
2025-11-22,Hydra Cream,725,49,63,711,0,No
2025-11-22,Eye Repair Serum,67,18,25,60,0,No
2025-11-23,Vitamin C Serum,0,38,38,0,23,Yes
2025-11-23,Hydra Cream,711,50,67,694,0,No
2025-11-23,Eye Repair Serum,60,19,19,60,0,No
2025-11-24,Vitamin C Serum,0,39,39,0,10,Yes
2025-11-24,Hydra Cream,694,55,69,680,0,No
2025-11-24,Eye Repair Serum,60,19,22,57,0,No
2025-11-25,Vitamin C Serum,0,41,41,0,9,Yes
2025-11-25,Hydra Cream,680,51,53,678,0,No
2025-11-25,Eye Repair Serum,57,17,18,56,0,No
2025-11-26,Vitamin C Serum,0,46,46,0,23,Yes
2025-11-26,Hydra Cream,678,48,56,670,0,No
2025-11-26,Eye Repair Serum,56,17,25,48,0,No
2025-11-27,Vitamin C Serum,0,44,44,0,17,Yes
2025-11-27,Hydra Cream,670,56,59,667,0,No
2025-11-27,Eye Repair Serum,48,18,19,47,0,No
2025-11-28,Vitamin C Serum,0,38,38,0,15,Yes
2025-11-28,Hydra Cream,667,53,60,660,0,No
2025-11-28,Eye Repair Serum,47,16,20,43,0,No
2025-11-29,Vitamin C Serum,0,46,46,0,21,Yes
2025-11-29,Hydra Cream,660,54,55,659,0,No
2025-11-29,Eye Repair Serum,43,18,24,37,0,No
2025-11-30,Vitamin C Serum,0,45,45,0,12,Yes
2025-11-30,Hydra Cream,659,27,70,616,0,No
2025-11-30,Eye Repair Serum,37,17,21,33,0,No
2025-12-01,Vitamin C Serum,0,38,38,0,39,Yes
2025-12-01,Hydra Cream,616,55,127,544,0,No
2025-12-01,Eye Repair Serum,33,16,20,29,0,No
2025-12-02,Vitamin C Serum,0,42,42,0,30,Yes
2025-12-02,Hydra Cream,544,55,137,462,0,No
2025-12-02,Eye Repair Serum,29,8,20,17,0,No
2025-12-03,Vitamin C Serum,0,39,39,0,25,Yes
2025-12-03,Hydra Cream,462,30,126,366,0,No
2025-12-03,Eye Repair Serum,17,16,21,12,0,No
2025-12-04,Vitamin C Serum,0,46,46,0,28,Yes
2025-12-04,Hydra Cream,366,47,141,272,0,No
2025-12-04,Eye Repair Serum,12,16,28,0,1,Yes
2025-12-05,Vitamin C Serum,0,45,45,0,14,Yes
2025-12-05,Hydra Cream,272,49,139,182,0,No
2025-12-05,Eye Repair Serum,0,19,19,0,2,Yes
2025-12-06,Vitamin C Serum,0,39,39,0,26,Yes
2025-12-06,Hydra Cream,182,53,142,93,0,No
2025-12-06,Eye Repair Serum,0,18,18,0,7,Yes
2025-12-07,Vitamin C Serum,0,38,38,0,25,Yes
2025-12-07,Hydra Cream,93,51,132,12,0,No
2025-12-07,Eye Repair Serum,0,16,16,0,8,Yes
2025-12-08,Vitamin C Serum,0,44,44,0,27,Yes
2025-12-08,Hydra Cream,12,51,63,0,67,Yes
2025-12-08,Eye Repair Serum,0,16,16,0,8,Yes
2025-12-09,Vitamin C Serum,0,46,46,0,22,Yes
2025-12-09,Hydra Cream,0,46,46,0,74,Yes
2025-12-09,Eye Repair Serum,0,18,18,0,6,Yes
2025-12-10,Vitamin C Serum,0,43,43,0,34,Yes
2025-12-10,Hydra Cream,0,50,50,0,60,Yes
2025-12-10,Eye Repair Serum,0,16,16,0,12,Yes
2025-12-11,Vitamin C Serum,0,28,28,0,29,Yes
2025-12-11,Hydra Cream,0,48,48,0,65,Yes
2025-12-11,Eye Repair Serum,0,18,18,0,8,Yes
2025-12-12,Vitamin C Serum,0,42,42,0,34,Yes
2025-12-12,Hydra Cream,0,46,46,0,85,Yes
2025-12-12,Eye Repair Serum,0,18,18,0,2,Yes
2025-12-13,Vitamin C Serum,0,40,40,0,22,Yes
2025-12-13,Hydra Cream,0,55,55,0,101,Yes
2025-12-13,Eye Repair Serum,0,18,18,0,3,Yes
2025-12-14,Vitamin C Serum,0,45,45,0,29,Yes
2025-12-14,Hydra Cream,0,50,50,0,82,Yes
2025-12-14,Eye Repair Serum,0,20,20,0,3,Yes
2025-12-15,Vitamin C Serum,0,41,41,0,18,Yes
2025-12-15,Hydra Cream,0,47,47,0,89,Yes
2025-12-15,Eye Repair Serum,0,20,20,0,2,Yes
2025-12-16,Vitamin C Serum,0,40,40,0,18,Yes
2025-12-16,Hydra Cream,0,52,52,0,105,Yes
2025-12-16,Eye Repair Serum,0,19,19,0,6,Yes
2025-12-17,Vitamin C Serum,0,41,41,0,14,Yes
2025-12-17,Hydra Cream,0,52,52,0,70,Yes
2025-12-17,Eye Repair Serum,0,19,19,0,2,Yes
2025-12-18,Vitamin C Serum,0,39,39,0,21,Yes
2025-12-18,Hydra Cream,0,53,53,0,58,Yes
2025-12-18,Eye Repair Serum,0,18,18,0,11,Yes
2025-12-19,Vitamin C Serum,0,44,44,0,9,Yes
2025-12-19,Hydra Cream,0,52,52,0,79,Yes
2025-12-19,Eye Repair Serum,0,10,10,0,10,Yes
2025-12-20,Vitamin C Serum,0,46,46,0,23,Yes
2025-12-20,Hydra Cream,0,56,56,0,79,Yes
2025-12-20,Eye Repair Serum,0,17,17,0,9,Yes
2025-12-21,Vitamin C Serum,0,39,39,0,38,Yes
2025-12-21,Hydra Cream,0,46,46,0,107,Yes
2025-12-21,Eye Repair Serum,0,19,19,0,4,Yes
2025-12-22,Vitamin C Serum,0,21,21,0,53,Yes
2025-12-22,Hydra Cream,0,49,49,0,90,Yes
2025-12-22,Eye Repair Serum,0,18,18,0,11,Yes
2025-12-23,Vitamin C Serum,0,46,46,0,30,Yes
2025-12-23,Hydra Cream,0,46,46,0,62,Yes
2025-12-23,Eye Repair Serum,0,9,9,0,11,Yes
2025-12-24,Vitamin C Serum,0,41,41,0,16,Yes
2025-12-24,Hydra Cream,0,49,49,0,105,Yes
2025-12-24,Eye Repair Serum,0,16,16,0,7,Yes
2025-12-25,Vitamin C Serum,0,38,38,0,34,Yes
2025-12-25,Hydra Cream,0,46,46,0,92,Yes
2025-12-25,Eye Repair Serum,0,20,20,0,3,Yes
2025-12-26,Vitamin C Serum,0,40,40,0,34,Yes
2025-12-26,Hydra Cream,0,55,55,0,54,Yes
2025-12-26,Eye Repair Serum,0,16,16,0,5,Yes
2025-12-27,Vitamin C Serum,0,45,45,0,27,Yes
2025-12-27,Hydra Cream,0,50,50,0,64,Yes
2025-12-27,Eye Repair Serum,0,20,19,1,0,No
2025-12-28,Vitamin C Serum,0,43,43,0,11,Yes
2025-12-28,Hydra Cream,0,55,55,0,63,Yes
2025-12-28,Eye Repair Serum,1,16,17,0,6,Yes
2025-12-29,Vitamin C Serum,0,46,46,0,26,Yes
2025-12-29,Hydra Cream,0,55,55,0,66,Yes
2025-12-29,Eye Repair Serum,0,19,19,0,6,Yes
2025-12-30,Vitamin C Serum,0,43,43,0,23,Yes
2025-12-30,Hydra Cream,0,50,50,0,101,Yes
2025-12-30,Eye Repair Serum,0,18,18,0,8,Yes
2025-12-31,Vitamin C Serum,0,42,42,0,28,Yes
2025-12-31,Hydra Cream,0,54,54,0,14,Yes
2025-12-31,Eye Repair Serum,0,20,20,0,6,Yes
2026-01-01,Vitamin C Serum,0,22,22,0,94,Yes
2026-01-01,Hydra Cream,0,18,18,0,136,Yes
2026-01-01,Eye Repair Serum,0,8,8,0,34,Yes
2026-01-02,Vitamin C Serum,0,23,23,0,78,Yes
2026-01-02,Hydra Cream,0,26,26,0,132,Yes
2026-01-02,Eye Repair Serum,0,8,8,0,37,Yes
2026-01-03,Vitamin C Serum,0,21,21,0,76,Yes
2026-01-03,Hydra Cream,0,24,24,0,131,Yes
2026-01-03,Eye Repair Serum,0,4,4,0,44,Yes
2026-01-04,Vitamin C Serum,0,23,23,0,72,Yes
2026-01-04,Hydra Cream,0,28,28,0,106,Yes
2026-01-04,Eye Repair Serum,0,9,9,0,36,Yes
2026-01-05,Vitamin C Serum,0,19,19,0,117,Yes
2026-01-05,Hydra Cream,0,25,25,0,134,Yes
2026-01-05,Eye Repair Serum,0,10,10,0,37,Yes
2026-01-06,Vitamin C Serum,0,22,22,0,77,Yes
2026-01-06,Hydra Cream,0,23,23,0,159,Yes
2026-01-06,Eye Repair Serum,0,10,10,0,48,Yes
2026-01-07,Vitamin C Serum,0,22,22,0,90,Yes
2026-01-07,Hydra Cream,0,11,11,0,154,Yes
2026-01-07,Eye Repair Serum,0,8,8,0,44,Yes
2026-01-08,Vitamin C Serum,0,19,19,0,72,Yes
2026-01-08,Hydra Cream,0,24,24,0,129,Yes
2026-01-08,Eye Repair Serum,0,9,9,0,33,Yes
2026-01-09,Vitamin C Serum,0,21,21,0,68,Yes
2026-01-09,Hydra Cream,0,28,28,0,151,Yes
2026-01-09,Eye Repair Serum,0,10,10,0,29,Yes
2026-01-10,Vitamin C Serum,0,19,19,0,51,Yes
2026-01-10,Hydra Cream,0,27,27,0,159,Yes
2026-01-10,Eye Repair Serum,0,8,8,0,34,Yes
2026-01-11,Vitamin C Serum,0,23,23,0,54,Yes
2026-01-11,Hydra Cream,0,12,12,0,143,Yes
2026-01-11,Eye Repair Serum,0,9,9,0,28,Yes
2026-01-12,Vitamin C Serum,0,19,19,0,57,Yes
2026-01-12,Hydra Cream,0,28,28,0,132,Yes
2026-01-12,Eye Repair Serum,0,10,10,0,27,Yes
2026-01-13,Vitamin C Serum,0,20,20,0,64,Yes
2026-01-13,Hydra Cream,0,28,28,0,118,Yes
2026-01-13,Eye Repair Serum,0,10,10,0,26,Yes
2026-01-14,Vitamin C Serum,0,22,22,0,66,Yes
2026-01-14,Hydra Cream,0,15,15,0,155,Yes
2026-01-14,Eye Repair Serum,0,8,8,0,32,Yes
